0.000000000000000000e+00,1.087888391674033617e+00,-1.193714044792946322e-01,-1.988525392371118139e+00,-2.446424647105049088e-01,3.131258373854886590e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.736920557495811757e-01,-8.309033898724139944e-02,-2.072836931962699580e+00,-6.822907835232613349e-01,2.173464594738703515e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.020650025649958215e+00,-5.343755502318504186e-02,-1.973094984728817947e+00,-4.189252801892910383e-01,9.162602570770214672e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.004079318326304593e+00,-3.273542694578468470e-02,-1.940422193499217185e+00,-2.751779096915080713e-01,1.651335783142234004e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.701366419620861548e-01,-1.091841670147885440e-02,-1.928887931361812802e+00,-3.115752812863319954e-01,1.266041049687389730e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.372455302257367560e-01,7.596492500245214004e-03,-1.911128355365325771e+00,-3.401000672756826493e-01,8.482413349981719752e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.031811567988323741e-01,2.256921596264034949e-02,-1.892454871894789337e+00,-3.721900010060251174e-01,4.585727890417169716e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.697184234251830182e-01,3.409245930323223650e-02,-1.869254637381252637e+00,-4.024146907102822412e-01,2.258976620747024742e-03,0.000000000000000000e+00
0.000000000000000000e+00,8.355846984239068131e-01,4.226912995584248406e-02,-1.844339640253084722e+00,-3.986196450507574762e-01,-1.572009680497783854e-03,0.000000000000000000e+00
0.000000000000000000e+00,7.997628739992477254e-01,4.737346041402645119e-02,-1.819823892123023645e+00,-3.992624955337579218e-01,-9.020531192076635882e-04,0.000000000000000000e+00
0.000000000000000000e+00,7.635175252525371326e-01,4.949581024820966235e-02,-1.793386408302829471e+00,-4.002256887474494040e-01,1.092011199166950365e-04,0.000000000000000000e+00
0.000000000000000000e+00,7.266696637989428220e-01,4.872311889638936133e-02,-1.765899822918640893e+00,-4.029614468784790127e-01,2.374571375894719664e-03,0.000000000000000000e+00
0.000000000000000000e+00,6.900635048659623516e-01,4.518925490624928903e-02,-1.736003088145555706e+00,-4.044411384307274315e-01,3.954708133388613010e-03,0.000000000000000000e+00
0.000000000000000000e+00,6.528939520112377881e-01,3.900311960749509171e-02,-1.705955805342518783e+00,-4.086507998736698677e-01,7.790525521312383420e-03,0.000000000000000000e+00
0.000000000000000000e+00,6.204923891359239718e-01,3.041914739024236328e-02,-1.664360016846606616e+00,-3.977688927706948818e-01,-6.233239266571796548e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.879154782356559306e-01,1.943883461522214265e-02,-1.622234360836187772e+00,-3.852015049246673706e-01,-1.498864299996061425e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.567880093030124211e-01,6.210910026155108503e-03,-1.575943103743072671e+00,-3.683056355454216724e-01,-2.812355742287415278e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.271887801322181488e-01,-9.163454547682347087e-03,-1.524871894303868158e+00,-3.446574657285532695e-01,-4.488618872082392880e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.951434687045123684e-01,-2.637043439281593071e-02,-1.481759223333270814e+00,-3.371852011067712485e-01,-5.004230208039989192e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.636607633829324393e-01,-4.529999420455781828e-02,-1.438693658962694188e+00,-3.308328394048494769e-01,-5.339868852510380737e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.326562330520890010e-01,-6.578530602478030453e-02,-1.396581635173770541e+00,-3.273661894210223577e-01,-5.450308237306356746e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.035547561429922436e-01,-8.779874652774995181e-02,-1.350806457698284335e+00,-3.192017500284939358e-01,-5.977403962073866289e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.761858870968709523e-01,-1.112532830617793678e-01,-1.301908257021886728e+00,-3.084345668814370556e-01,-6.982111986596969966e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.504784893118071398e-01,-1.359657059291060621e-01,-1.249425077490438074e+00,-2.887000898208078037e-01,-7.943394799977415710e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.270870037868832125e-01,-1.621564061263885692e-01,-1.189139280300852697e+00,-2.590948730444762593e-01,-9.957082870838242228e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.004506424950125765e-01,-1.883662468985494443e-01,-1.152067107253754941e+00,-2.668376191740121084e-01,-9.125070417269177947e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.761583436231263011e-01,-2.153299358994442969e-01,-1.107607764693662622e+00,-2.472378868092502124e-01,-7.587990198447522316e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.553357603724862868e-01,-2.439918623893558569e-01,-1.050351407583101082e+00,-2.231067346330401768e-01,-9.118339619481190261e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.323344492769924829e-01,-2.729267103527502902e-01,-1.018571056406444963e+00,-2.639815094329133749e-01,-1.009008366375527127e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.133136595810784797e-01,-3.027240964497946996e-01,-9.659337007568449263e-01,-2.455470930289173070e-01,-1.090026891258502884e-01,0.000000000000000000e+00
