4.333333333333333481e-01,4.333333333333333481e-01,2.666666666666666630e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.347733670126737726e-01,4.312477085711057256e-01,2.698946220811024865e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.362133937538135164e-01,4.291621287346283342e-01,2.731223875577911131e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.376534066178155991e-01,4.270766387481521598e-01,2.763497731701614057e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.390933986642709952e-01,4.249912835329302530e-01,2.795765890139941812e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.405333629505622239e-01,4.229061080057185951e-01,2.828026452185962158e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.419732925311280480e-01,4.208211570772774079e-01,2.860277519579726424e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.434131804567275625e-01,4.187364756508731856e-01,2.892517194619965148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.448530197737049496e-01,4.166521086207800595e-01,2.924743580275752097e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.462928035232549551e-01,4.145681008707825521e-01,2.956954780298128860e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.477325247406878650e-01,4.124844972726784964e-01,2.989148899331681708e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.491721764546960927e-01,4.104013426847825663e-01,3.021324043026068495e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.506117516866202100e-01,4.083186819504301401e-01,3.053478318147485049e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.520512434497165888e-01,4.062365598964822189e-01,3.085609832690063836e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.534906447484247649e-01,4.041550213318311768e-01,3.117716695987205466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
